"Class","Order","Family","Species","Stock","Year of first stock assessment","Initial year","Region","Habitat","Mean ex vessel price per kg","Maximum landings","Fishbase length","FMP","FMP.name"
"Actinopterygii","Scorpaeniformes","Sebastidae","Helicolenus dactylopterus","USEC-SE ROSEFISH, BLACKBELLY",,1989,"USEC-SE","bathy-",2.08,66.9,47,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","BSAI rougheye rockfish",2003,1978,"USWC-AK","bathy-",0.54,3553,97,1,"Groundfish of the Bering Sea and Aleutian Islands Management Area"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","GOA rougheye rockfish",2005,1977,"USWC-AK","bathy-",0.7,2418,97,1,"Groundfish of the Gulf of Alaska"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","Rougheye Rockfish - Pacific Coast",2013,1960,"USWC-48","bathy-",0.84,760.11,97,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes alutus","BSAI Pacific ocean perch",1985,1963,"USWC-AK","bathy-",0.28,925.0248052002,53,1,"Groundfish of the Bering Sea and Aleutian Islands Management Area"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes alutus","GOA Pacific ocean perch",1990,1963,"USWC-AK","bathy-",0.38,2182.7040410931,53,1,"Groundfish of the Gulf of Alaska"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes alutus","USWC Pacific ocean perch",1972,1960,"USWC-48","bathy-",0.11,12860.1,53,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes atrovirens","USWC-48 ROCKFISH, KELP",,1985,"USWC-48","demersal",6.6,3,42,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes auriculatus","Brown rockfish - Pacific Coast",2013,1960,"USWC-48","demersal",3.24,644.3,56,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aurora","Aurora rockfish - Pacific Coast",2013,1982,"USWC-48","bathy-",1.75,4.6,41,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes babcocki","USWC-48 ROCKFISH, REDBANDED",,1992,"USWC-48","demersal",2.11,4.6,64,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes babcocki","USWC-AK ROCKFISH, REDBANDED",,1986,"USWC-AK","demersal",0.63,43.5,64,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes borealis","BSAI shortraker rockfish",2003,1978,"USWC-AK","bathy-",0.37,3286,108,1,"Groundfish of the Bering Sea and Aleutian Islands Management Area"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes brevispinis","USWC-AK ROCKFISH, SILVERGRAY",,1985,"USWC-AK","demersal",0.62,23.3,71,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes carnatus","USWC gopher rockfish",2005,1975,"USWC-48","demersal",6.77,53.7,39,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes caurinus","Copper rockfish - Pacific Coast",2013,1966,"USWC-48","demersal",3.87,64.8,58,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes caurinus","USWC-AK ROCKFISH, COPPER",,1991,"USWC-AK","demersal",0.58,2.7,58,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes chlorostictus","USWC greenspotted rockfish (northern)",2011,1976,"USWC-48","demersal",1.84,1.218,50,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes chlorostictus","USWC greenspotted rockfish (southern)",2011,1970,"USWC-48","demersal",1.84,19.082,50,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes chrysomelas","USWC-48 ROCKFISH, BLACK-AND-YELLOW",,1987,"USWC-48","demersal",13.89,14.6,39,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes constellatus","USWC-48 ROCKFISH, STARRY",,1982,"USWC-48","reef",3.54,15.3,46,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes constellatus","USWC-AK ROCKFISH, STARRY",,1997,"USWC-AK","reef",0.2,446.5,46,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes crameri","USWC-AK ROCKFISH, DARKBLOTCHED",,1986,"USWC-AK","demersal",0.38,15.7,58,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes crameri","USWC darkblotched rockfish",2000,1966,"USWC-48","demersal",0.91,11.6,58,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes diploproa","USWC splitnose rockfish",2009,1978,"USWC-48","bathy-",0.61,111.2,46,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes elongatus","USWC-AK ROCKFISH, GREENSTRIPED",,1993,"USWC-AK","demersal",0.57,0.3,39,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes elongatus","USWC greenstriped rockfish",2009,1978,"USWC-48","demersal",1.19,3.3,39,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes ensifer","USWC-48 ROCKFISH, SWORDSPINE",,1999,"USWC-48","demersal",1.92,0.1,30,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes entomelas","USWC-AK ROCKFISH, WIDOW",,1984,"USWC-AK","pelagic",0.49,9.8,60,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes entomelas","USWC widow rockfish",1983,1979,"USWC-48","pelagic",0.35,10276,60,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes fasciatus","GeBank/GoMaine Acadian redfish",1975,1960,"USEC-NE","demersal",0.1,117173.2,30,1,"Northeast Multispecies"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes flavidus","USWC-AK ROCKFISH, YELLOWTAIL",,1984,"USWC-AK","reef",0.42,24.8,66,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes flavidus","USWC yellowtail rockfish (northern)",1984,1967,"USWC-48","reef",0.61,219.5,66,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes gilli","USWC-48 ROCKFISH, BRONZESPOTTED",,1998,"USWC-48","demersal",3.04,0.1,71,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes goodei","USWC chilipepper (southern)",1985,1960,"USWC-48","demersal",0.68,31.4,56,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes hopkinsi","USWC-48 ROCKFISH, SQUARESPOT",,1994,"USWC-48","reef",3.62,0.6,29,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes jordani","USWC shortbelly rockfish",2007,1967,"USWC-48","demersal",0.27,27.9,32,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes levis","USWC cowcod",1999,1960,"USWC-48","bathy-",1.75,62.6,100,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes melanops","USWC-AK ROCKFISH, BLACK",,1983,"USWC-AK","reef",0.77,517.5,63,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes melanops","USWC black rockfish (California)",2003,1960,"USWC-48","reef",1.35,128.9,63,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes melanops","USWC black rockfish (Oregon)",2016,1994,"USWC-48","reef",2.49,197.4,63,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes melanops","USWC black rockfish (Washington)",1994,1961,"USWC-48","reef",0.77,461.6,63,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes melanostomus","USWC blackgill rockfish",2005,1978,"USWC-48","bathy-",1.47,312.4,61,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","USWC-48 ROCKFISH, VERMILION",,1981,"USWC-48","reef",4.05,26.4,91,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","USWC-AK ROCKFISH, VERMILION",,1996,"USWC-AK","reef",0.7,1.1,91,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes mystinus","USWC-48 ROCKFISH, BLUE",,2000,"USWC-48","reef",2.29,6.2,61,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes mystinus","USWC-AK ROCKFISH, BLUE",,1993,"USWC-AK","reef",0.65,0.1,61,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes mystinus","USWC blue rockfish",2007,1960,"USWC-48","reef",1.29,43.4,61,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes nebulosus","USWC-AK ROCKFISH, CHINA",,1991,"USWC-AK","reef",1.09,2.2,45,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes nebulosus","USWC China rockfish (central)",2015,1979,"USWC-48","reef",8.38,9.10402,45,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes nebulosus","USWC China rockfish (northern)",2015,1979,"USWC-48","reef",5.55,7.98,45,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes nebulosus","USWC China rockfish (southern)",2015,1979,"USWC-48","reef",4.46,25.59788,45,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes ovalis","USWC-48 ROCKFISH, SPECKLED",,1981,"USWC-48","demersal",2.32,2.3,56,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes paucispinis","USWC-AK ROCKFISH, BOCACCIO",,1989,"USWC-AK","reef",0.67,50.1,91,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes paucispinis","USWC bocaccio (southern)",1990,1960,"USWC-48","reef",0.46,4537.8,91,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes pinniger","USWC-AK ROCKFISH, CANARY",,1984,"USWC-AK","demersal",0.82,19.6,76,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes pinniger","USWC canary rockfish",1990,1960,"USWC-48","reef",1.51,47.2,76,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes polyspinis","BSAI northern rockfish",2003,1963,"USWC-AK","demersal",0.17,6724,41,1,"Groundfish of the Bering Sea and Aleutian Islands Management Area"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes polyspinis","GOA northern rockfish",2000,1963,"USWC-AK","demersal",0.17,17430,41,1,"Groundfish of the Gulf of Alaska"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","USWC-AK ROCKFISH, REDSTRIPE",,1989,"USWC-AK","bathy-",0.48,22.5,61,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes rastrelliger","USWC-48 ROCKFISH, GRASS",,1981,"USWC-48","demersal",14.23,49.5,56,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes reedi","USWC-AK ROCKFISH, YELLOWMOUTH",,1988,"USWC-AK","bathy-",0.75,0.6,58,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes rosaceus","USWC-48 ROCKFISH, ROSY",,1985,"USWC-48","demersal",1.7,3.9,36,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes rosenblatti","USWC-48 ROCKFISH, GREENBLOTCHED",,2000,"USWC-48","demersal",3.55,0.9,48,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes ruberrimus","USWC-AK ROCKFISH, YELLOWEYE",,1984,"USWC-AK","reef",1.3,992.7,104,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes ruberrimus","USWC yelloweye rockfish",2001,1972,"USWC-48","reef",1.47,343.5,104,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes rubrivinctus","USWC-48 ROCKFISH, FLAG",,1993,"USWC-48","demersal",4.91,0.9,51,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes rufus","USWC-48 ROCKFISH, BANK",,1983,"USWC-48","demersal",1.16,204.9,54,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes saxicola","Stripetail rockfish - Pacific Coast",2013,1966,"USWC-48","demersal",0.93,280.62,38,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes serranoides","USWC-48 ROCKFISH, OLIVE",,1981,"USWC-48","reef",3.66,1.7,61,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes serriceps","USWC-48 ROCKFISH, TREEFISH",,1994,"USWC-48","demersal",15.12,1.9,41,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes simulator","USWC-48 ROCKFISH, PINKROSE",,1992,"USWC-48","demersal",0.77,0.3,30,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes variabilis","GOA dusky rockfish",2003,1989,"USWC-AK","demersal",0.33,4476,43.08,1,"Groundfish of the Gulf of Alaska"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","Sharpchin rockfish - Pacific Coast",2013,1966,"USWC-48","bathy-",0.6,921.93,39,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","USWC-AK ROCKFISH, SHARPCHIN",,1991,"USWC-AK","bathy-",0.53,0.1,39,,
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus alascanus","GOA shortspine thornyhead",1995,1967,"USWC-AK","bathy-",1.56,2616,80,1,"Groundfish of the Gulf of Alaska"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus alascanus","USWC shortspine thornyhead",1990,1967,"USWC-48","bathy-",0.84,202.4,80,1,"Pacific Coast Groundfish"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus altivelis","USWC longspine thornyhead",1990,1988,"USWC-48","bathy-",0.78,3171,39,,
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes capriscus","GoMex gray triggerfish",2001,1988,"USEC-SE","reef",2.08,43.8,60,1,"Reef Fish Resources of the Gulf of Mexico"
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes capriscus","USEC-NE TRIGGERFISH, GRAY",,2009,"USEC-NE","reef",0.84,0.1,60,,
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes capriscus","USEC-SE TRIGGERFISH, GRAY",,2011,"USEC-SE","reef",4.24,16.5,60,,
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes vetula","USEC-SE TRIGGERFISH, QUEEN",,2002,"USEC-SE","reef",4.4,1.7,60,,
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis sufflamen","USEC-SE TRIGGERFISH, OCEAN",,1999,"USEC-SE","reef",2.81,0.9,65,,
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Sphoeroides maculatus","USEC-NE PUFFER, NOTHERN",,1960,"USEC-NE","demersal",0.18,5893,36,,
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Sphoeroides maculatus","USEC-SE PUFFER, NOTHERN",,1960,"USEC-SE","demersal",0.2,222.1,36,,
"Actinopterygii","Zeiformes","Zeidae","Zenopsis ocellata","USEC-NE DORY, AMERICAN JOHN",,1988,"USEC-NE","benthopelagic",1.38,136.9,80,,
"Actinopterygii","Zeiformes","Zeidae","Zenopsis ocellata","USEC-SE DORY, AMERICAN JOHN",,2003,"USEC-SE","benthopelagic",1.31,1.8,80,,
"Bivalvia","Arcoida","Arcidae","Anadara ovalis","USEC-NE CLAM, ARC, BLOOD",,1993,"USEC-NE","benthic",4.91,71.1,7.6,,
"Bivalvia","Arcoida","Arcidae","Anadara ovalis","USEC-SE CLAM, ARC, BLOOD",,2009,"USEC-SE","benthic",12.87,5.1,7.6,,
"Bivalvia","Myoida","Hiatellidae","Panopea generosa","SE Alaska geoduck",1985,1980,"USWC-AK","benthic",2.1,0.1,17.5,0,
"Bivalvia","Myoida","Hiatellidae","Panopea generosa","WA geoduck clam",1997,1970,"USWC-48","benthic",4.64,1294.3,17.5,0,
"Bivalvia","Myoida","Myidae","Mya arenaria","USEC-NE CLAM, SOFTSHELL",,1960,"USEC-NE","benthic",3.98,6115,10,,
"Bivalvia","Myoida","Myidae","Mya arenaria","USWC-48 CLAM, SOFTSHELL",,1972,"USWC-48","benthic",1.85,416.4,10,,
"Bivalvia","Mytiloida","Mytilidae","Mytilus californianus","USWC-48 MUSSEL, CALIFORNIA",,1960,"USWC-48","reef",6.69,52.5,25.5,,
"Bivalvia","Mytiloida","Mytilidae","Mytilus edulis","USEC-NE MUSSEL, BLUE",,1960,"USEC-NE","reef",1,4801.3,11,,
"Bivalvia","Mytiloida","Mytilidae","Mytilus edulis","USEC-SE MUSSEL, BLUE",,2008,"USEC-SE","reef",2.71,2.2,11,,
"Bivalvia","Mytiloida","Mytilidae","Mytilus edulis","USWC-48 MUSSEL, BLUE",,1962,"USWC-48","reef",17.58,351.2,11,,
"Bivalvia","Mytiloida","Mytilidae","Mytilus edulis","USWC-AK MUSSEL, BLUE",,1989,"USWC-AK","reef",3.59,76,11,,
"Bivalvia","Ostreoida","Ostreidae","Crassostrea gigas","USWC-48 OYSTER, PACIFIC",,1960,"USWC-48","reef",3.83,8914,45,,
"Bivalvia","Ostreoida","Ostreidae","Crassostrea gigas","USWC-AK OYSTER, PACIFIC",,1960,"USWC-AK","reef",9.41,45.6,45,,
"Bivalvia","Ostreoida","Ostreidae","Crassostrea gigas kumamoto","USWC-48 OYSTER, KUMAMOTO",,2009,"USWC-48","benthic",53.84,85.7,8,,
"Bivalvia","Ostreoida","Ostreidae","Crassostrea virginica","USEC-NE OYSTER, EASTERN",,1960,"USEC-NE","reef",2.9,25264.8,30,,
"Bivalvia","Ostreoida","Ostreidae","Crassostrea virginica","USEC-SE OYSTER, EASTERN",,1960,"USEC-SE","reef",3.29,14413.2,30,,
"Bivalvia","Ostreoida","Ostreidae","Crassostrea virginica","USWC-48 OYSTER, EASTERN",,1960,"USWC-48","reef",15.79,169.8,30,,
"Bivalvia","Ostreoida","Ostreidae","Ostrea edulis","USEC-NE OYSTER, EUROPEAN FLAT",,1987,"USEC-NE","reef",2.6,306.7,12,,
"Bivalvia","Ostreoida","Ostreidae","Ostrea edulis","USWC-48 OYSTER, EUROPEAN FLAT",,1979,"USWC-48","reef",34.09,17.2,12,,
"Bivalvia","Ostreoida","Ostreidae","Ostrea lurida","USWC-48 OYSTER, OLYMPIA",,1960,"USWC-48","benthic",11,65,8,,
"Bivalvia","Ostreoida","Ostreidae","Ostrea lurida","USWC-AK OYSTER, OLYMPIA",,1965,"USWC-AK","benthic",2.22,0.9,8,,
"Bivalvia","Ostreoida","Pectinidae","Argopecten gibbus","USEC-NE SCALLOP, CALICO",,2005,"USEC-NE","benthic",18.61,0.4,5.2,,
"Bivalvia","Ostreoida","Pectinidae","Argopecten gibbus","USEC-SE SCALLOP, CALICO",,1960,"USEC-SE","benthic",1.8,19387.5,5.2,,
"Bivalvia","Ostreoida","Pectinidae","Argopecten irradians","USEC-NE SCALLOP, BAY",,1960,"USEC-NE","benthic",5.57,1260,7.5,,
"Bivalvia","Ostreoida","Pectinidae","Argopecten irradians","USEC-SE SCALLOP, BAY",,1960,"USEC-SE","benthic",2.57,354.4,7.5,,
"Bivalvia","Ostreoida","Pectinidae","Chlamys islandica","USEC-NE SCALLOP, ICELAND",,1983,"USEC-NE","benthic",8.98,191.3,11,,
"Bivalvia","Ostreoida","Pectinidae","Patinopecten caurinus","USWC-AK SCALLOP, WEATHERVANE",,1967,"USWC-AK","benthic",7.24,856.5,28,,
"Bivalvia","Ostreoida","Pectinidae","Placopecten magellanicus","GeBank/midAtl sea scallop",1978,1960,"USEC-NE","benthic",1.84,14587.3,20,1,"Atlantic Sea Scallop"
"Bivalvia","Ostreoida","Pectinidae","Placopecten magellanicus","USWC-AK SCALLOP, SEA",,2009,"USWC-AK","benthic",20.61,218.3,20,,
"Bivalvia","Veneroida","Arcticidae","Arctica islandica","USEC ocean quahog",1978,1960,"USEC-NE","benthic",0.58,10348.8,12.7,1,"Atlantic Surfclam and Ocean Quahog"
"Bivalvia","Veneroida","Cardiidae","Clinocardium nuttallii","USWC-48 COCKLE, NUTTALL",,1972,"USWC-48","benthic",2.58,44.9,14,,
"Bivalvia","Veneroida","Cardiidae","Clinocardium nuttallii","USWC-AK COCKLE, NUTTALL",,1960,"USWC-AK","benthic",0.3,33.2,14,,
"Bivalvia","Veneroida","Corbiculidae","Corbicula manilensis","USWC-48 CLAM, MANILA",,1960,"USWC-48","benthic",25.49,848.7,7.5,,
"Bivalvia","Veneroida","Donacidae","Donax variabilis","USWC-48 CLAM, VARIABLE COQUINA",,1964,"USWC-48","demersal",1.38,0.5,1.9,,
"Bivalvia","Veneroida","Mactridae","Mactromeris polynyma","USEC-NE CLAM, ARCTIC SURF (STIMPSON)",,1990,"USEC-NE","benthic",1.97,137.5,14,,
"Bivalvia","Veneroida","Mactridae","Rangia cuneata","USEC-SE CLAM, ATLANTIC RANGIA",,1966,"USEC-SE","benthic",0.68,39,5,,
"Bivalvia","Veneroida","Mactridae","Spisula solidissima","USEC Atlantic surfclam",1978,1960,"USEC-NE","benthic",0.35,43596.2,20,1,"Atlantic Surfclam and Ocean Quahog"
"Bivalvia","Veneroida","Pharidae","Ensis directus","USEC-NE CLAM, ATLANTIC JACKKNIFE",,1960,"USEC-NE","benthic",6.84,150.3,26,,
"Bivalvia","Veneroida","Pharidae","Ensis directus","USWC-AK CLAM, ATLANTIC JACKKNIFE",,2012,"USWC-AK","benthic",1.39,139.4,26,,
"Bivalvia","Veneroida","Pharidae","Ensis myrae","USWC-48 CLAM, CALIFORNIA JACKKNIFE",,1981,"USWC-48","demersal",15.92,1.2,13,,
"Bivalvia","Veneroida","Pharidae","Siliqua patula","USWC-48 CLAM, PACIFIC RAZOR",,1960,"USWC-48","benthic",2.61,212.8,18,,
"Bivalvia","Veneroida","Pharidae","Siliqua patula","USWC-AK CLAM, PACIFIC RAZOR",,1960,"USWC-AK","benthic",0.44,1068.5,18,,
"Bivalvia","Veneroida","Veneridae","Macrocallista nimbosa","USEC-SE CLAM, SUNRAY VENUS",,1967,"USEC-SE","benthic",0.35,344.6,15,,
"Bivalvia","Veneroida","Veneridae","Mercenaria mercenaria","USEC-NE CLAM, NORTHERN QUAHOG",,1981,"USEC-NE","benthic",13.82,4428.4,13,,
"Bivalvia","Veneroida","Veneridae","Mercenaria mercenaria","USEC-SE CLAM, NORTHERN QUAHOG",,2005,"USEC-SE","benthic",11.17,79.3,13,,
"Bivalvia","Veneroida","Veneridae","Protothaca staminea","USWC-48 CLAM, PACIFIC LITTLENECK",,1960,"USWC-48","benthic",2.61,212.8,7.5,,
"Bivalvia","Veneroida","Veneridae","Protothaca staminea","USWC-AK CLAM, PACIFIC LITTLENECK",,1999,"USWC-AK","benthic",16.83,10.3,7.5,,
"Bivalvia","Veneroida","Veneridae","Saxidomus giganteus","USWC-48 CLAM, BUTTER",,1960,"USWC-48","benthic",1.17,69.1,13,,
"Bivalvia","Veneroida","Veneridae","Saxidomus giganteus","USWC-AK CLAM, BUTTER",,1960,"USWC-AK","benthic",0.19,71.9,13,,
"Branchiopoda","Anostraca","Artemiidae","Artemia salina","USWC-48 SHRIMP, BRINE",,1975,"USWC-48","pelagic",1.38,842.9,1.5,,
"Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra tridentata","USWC-48 LAMPREY, PACIFIC",,1981,"USWC-48","demersal",1.24,17.8,76,,
"Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Petromyzon marinus","USEC-NE LAMPREY, SEA",,1960,"USEC-NE","demersal",0.2,0.4,120,,
"Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Petromyzon marinus","USEC-SE LAMPREY, SEA",,1996,"USEC-SE","demersal",1.37,0.2,120,,
"Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Petromyzon marinus","USWC-48 LAMPREY, SEA",,1960,"USWC-48","demersal",0.11,118.8,120,,
"Cephalopoda","Teuthida","Loliginidae","Loligo opalescens","USWC market squid",2001,1981,"USWC-48","pelagic",0.25,118902.7,19,1,"Coastal Pelagic Species"
"Cephalopoda","Teuthida","Loliginidae","Loligo pealeii","USNE longfin inshore squid",1976,1969,"USEC-NE","pelagic",0.36,140.8,50,1,"Atlantic Mackerel, Squid and Butterfish"
"Cephalopoda","Teuthida","Ommastrephidae","Dosidicus gigas","USWC-AK SQUID, JUMBO",,1999,"USWC-AK","pelagic",0.08,2160,400,,
"Cephalopoda","Teuthida","Ommastrephidae","Illex illecebrosus","USNE northern shortfin squid",1986,1971,"USEC-NE","pelagic",0.29,3605.3,27,1,"Atlantic Mackerel, Squid and Butterfish"
"Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus franciscanus","SE Alaska red sea urchin",1990,1980,"USWC-AK","benthic",0.71,404,19,0,
"Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus franciscanus","WA red sea urchin",1994,1971,"USWC-48","benthic",0.59,4024,19,0,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus acronotus","GoMex blacknose shark",2002,1995,"USEC-SE","reef",0.78,22.7,200,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus acronotus","sAtl blacknose shark",2002,1989,"USEC-SE","reef",1.06,99.8,200,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus altimus","USEC-NE SHARK, BIGNOSE",,1992,"USEC-NE","reef",0.63,8.4,300,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus brevipinna","USEC-SE SHARK, SPINNER",,1997,"USEC-SE","reef",0.79,40.5,300,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus falciformis","USEC-NE SHARK, SILKY",,1994,"USEC-NE","reef",0.51,1.5,350,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus falciformis","USEC-SE SHARK, SILKY",,1994,"USEC-SE","reef",0.89,11,350,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus isodon","USSE finetooth shark",2002,1965,"USEC-SE","demersal",0.81,168.2,190,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus leucas","USEC-NE SHARK, BULL",,1991,"USEC-NE","reef",1.13,4.6,360,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus leucas","USEC-SE SHARK, BULL",,1991,"USEC-SE","reef",0.7,135.6,360,,
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus limbatus","GoMex blacktip shark",1998,1986,"USEC-SE","reef",0.74,157.1,275,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus limbatus","sAtl blacktip shark",2002,1987,"USEC-SE","reef",0.86,282.5,275,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus obscurus","USEC dusky shark",2006,1988,"USEC-SE","reef",0.74,91.4,420,1,"Consolidated Atlantic Highly Migratory Species"
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus plumbeus","Sandbar shark Atlantic",1998,1981,"USEC-SE","benthopelagic",0.79,1227.5,180,1,"Consolidated Atlantic Highly Migratory Species"
